X,Y,OBJECTID,State_numb,NHS_Rest_S,Highway_Ro,Mile_Post,Municipali,County,State,Latitude,Longitude,Number_of
-9572455.7424,4217384.9968,1432,40,"NHS Parking Area, No Facilities",I-24W,119,NA,Coffee,TN,35.392763,-85.990833,20
-9950748.3152,4219640.1548,1433,40,"NHS Welcome Center, I-40",I-40W,43,NA,Haywood,TN,35.409276,-89.389093,16
-9427345.6655,4222109.8459,1434,40,NHS Rest Stop or Truck Facility 18,I-75N,45,Athens,McMinn,TN,35.427356,-84.687287,44
-9427510.5296,4222396.4643,1435,40,NHS Rest Stop or Truck Facility 17,I-75S,45,Athens,McMinn,TN,35.429454,-84.688768,41
-9576959.5064,4222889.2523,1436,40,"NHS Parking Area, No Facilities",I24 WB,115,NA,COFFEE,TN,35.433061,-86.031291,13
-9941822.3845,4225998.1374,1437,40,"Weigh Scale Complex, No Facilities",I40 EB,50,NA,HAYWOOD,TN,35.455813,-89.30891,17
-9941128.9754,4226740.6448,1438,40,"Weigh Scale Complex, No Facilities",I40 WB,50,NA,HAYWOOD,TN,35.461246,-89.302681,19
-9904841.0478,4248978.8559,1439,40,NHS Rest Stop or Truck Facility 3,I-40E,73,Huntersville,Madison,TN,35.623795,-88.976701,11
-9903923.9978,4249604.1789,1440,40,NHS Rest Stop or Truck Facility 8,I-40W,73,Huntersville,Madison,TN,35.628361,-88.968463,11
-9973777.9802,4253071.2193,1441,40,NHS Rest Stop or Truck Facility 16,US-51,NA,Henning,Lauderdale,TN,35.653672,-89.595972,14
-9672329.8085,4256572.2489,1442,40,"NHS Parking Area, No Facilities",I-65N,51,NA,Maury,TN,35.679223,-86.888017,12
-9848711.4228,4268193.7938,1443,40,"NHS Parking Area, No Facilities",I-40E,103,NA,Henderson,TN,35.76398,-88.47248,20
-9848711.4228,4268193.7938,1444,40,"NHS Parking Area, No Facilities",I-40W,103,NA,Henderson,TN,35.76398,-88.47248,20
-9257237.795,4275770.494,1445,40,"NHS Welcome Center, I-40",I-40W,446,NA,Cocke,TN,35.819189,-83.159182,10
-9796568.1488,4282783.8643,1446,40,NHS Rest Stop or Truck Facility 9,I-40W,130,Sugar Tree,Benton,TN,35.870259,-88.004069,9
-9798528.1511,4282795.1289,1447,40,NHS Rest Stop or Truck Facility 4,I-40E,130,Sugar Tree,Benton,TN,35.870341,-88.021676,10
-9372715.1801,4285920.6748,1448,40,"Weigh Scale Complex, No Facilities",I40 EB,372,NA,KNOX,TN,35.89309,-84.196533,16
-9372715.1801,4285920.6748,1449,40,"Weigh Scale Complex, No Facilities",I40 EB,372,NA,KNOX,TN,35.89309,-84.196533,16
-9437746.5795,4286899.2327,1450,40,"NHS Parking Area, No Facilities",I-40E,335,NA,Cumberland,TN,35.900211,-84.78072,24
-9452613.6315,4290737.9091,1451,40,NHS Rest Stop or Truck Facility 11,I-40W,327,Dorton,Cumberland,TN,35.928139,-84.914273,14
-9456002.4194,4293283.9377,1452,40,NHS Rest Stop or Truck Facility 6,I-40E,324,Dorton,Cumberland,TN,35.946657,-84.944715,13
-9190464.1343,4294498.3167,1453,40,"Weigh Scale Complex, No Facilities",I26 WB,54.3,NA,UNICOI,TN,35.955488,-82.559344,10
-9726967.9749,4302115.6566,1454,40,NHS Rest Stop or Truck Facility 5,I-40E,170,Tidwell,Dickson,TN,36.010859,-87.37884,14
-9726967.9749,4302115.6566,1455,40,NHS Rest Stop or Truck Facility 10,I-40W,170,Tidwell,Dickson,TN,36.010859,-87.37884,13
-9275379.9777,4305366.254,1456,40,NHS Rest Stop or Truck Facility 14,I-40W,425,Dandridge,Jefferson,TN,36.034476,-83.322156,21
-9285258.8033,4307743.8798,1457,40,NHS Rest Stop or Truck Facility 7,I-40E,420,Lake View Park,Jefferson,TN,36.051746,-83.410899,34
-9184970.1835,4307862.4306,1458,40,"NHS Welcome Center, I-26",I-26,46,NA,Unicoi,TN,36.052607,-82.509991,30
-9959878.5172,4310334.1169,1459,40,"NHS Welcome Center, I-155",I-155,8,NA,Dyer,TN,36.070556,-89.471111,9
-9485442.4172,4311802.606,1460,40,"NHS Parking Area, No Facilities",I-40W,306,NA,Cumberland,TN,36.081218,-85.209179,30
-9278978.9368,4313369.2415,1461,40,NHS Rest Stop or Truck Facility 15,I-81S,2,Dandridge,Jefferson,TN,36.092591,-83.354486,30
-9551904.94,4319908.7736,1462,40,"NHS Welcome Center, I-40",I-40,267,NA,Smith,TN,36.140047,-85.806222,30
-9579577.9635,4323800.1111,1463,40,"NHS Parking Area, No Facilities",I-40E,253,NA,Smith,TN,36.168272,-86.054813,15
-9578981.4023,4324019.2258,1464,40,"NHS Parking Area, No Facilities",I-40W,253,NA,Smith,TN,36.169861,-86.049454,15
-9626529.6304,4324936.8253,1465,40,"NHS Parking Area, No Facilities",I40 WB,228,NA,Wilson,TN,36.176515,-86.476587,20
-9247523.945,4330193.3563,1466,40,"Weigh Scale Complex, No Facilities",I81 SB,21,NA,GREENE,TN,36.214622,-83.071921,32
-9217884.3513,4347139.2213,1467,40,NHS Rest Stop or Truck Facility 12,I-81N,38,Pine Grove,Greene,TN,36.337344,-82.805664,27
-9213841.116,4349048.3748,1468,40,NHS Rest Stop or Truck Facility 13,I-81S,41,Pine Grove,Greene,TN,36.351158,-82.769343,24
-9189390.2352,4367396.7874,1469,40,"NHS Welcome Center, I-26",I-26,6,NA,Sullivan,TN,36.483796,-82.549697,17
-9362623.5117,4381911.4765,1470,40,"NHS Welcome Center, I-75",I-75S,161,NA,Campbell,TN,36.58856,-84.105878,12
-9155786.7771,4382780.9261,1471,40,"NHS Welcome Center, I-81",I-81,75,NA,Sullivan,TN,36.594831,-82.247832,22
-9638097.0614,4384805.017,1472,40,"Weigh Scale Complex, No Facilities",I65 NB,119,NA,ROBERTSON,TN,36.609428,-86.580499,11
-9638288.1968,4384815.6952,1473,40,"Weigh Scale Complex, No Facilities",I65 SB,119,NA,ROBERTSON,TN,36.609505,-86.582216,11
-9637258.6029,4388503.782,1474,40,"NHS Welcome Center, I-65",I-65S,121,NA,Robertson,TN,36.636095,-86.572967,17
-9722003.9049,4388522.3712,1475,40,"NHS Welcome Center, I-24",I-24E,0.4,Clarksville,Montgomery,TN,36.636229,-87.334247,14
-10886280.3215,3140170.8655,1476,41,NHS Rest Stop or Truck Facility 83,US77N,NB,Sarita,Kenedy,TX,27.133581,-97.79312,20
-10933929.6276,3325481.2608,1477,41,NHS Rest Stop or Truck Facility 60,I-37N,78,Whitsett,Live Oak,TX,28.605114,-98.221161,9
-10933929.6276,3325481.2608,1478,41,NHS Rest Stop or Truck Facility 61,I-37S,83,Whitsett,Live Oak,TX,28.605114,-98.221161,9
-10778552.7767,3361361.4009,1479,41,NHS Rest Stop or Truck Facility 78,US59N,NA,Inez,Victoria,TX,28.887707,-96.825387,15
-10778571.5897,3361559.4861,1480,41,NHS Rest Stop or Truck Facility 80,US59S,NA,Inez,Victoria,TX,28.889265,-96.825556,16
-11001274.58,3400780.038,1481,41,NHS Rest Stop or Truck Facility 52,I-35N,129,Natalia,Medina,TX,29.197285,-98.826131,12
-11001113.7233,3400996.9543,1482,41,NHS Rest Stop or Truck Facility 55,I-35S,129,Coal Mine,Medina,TX,29.198986,-98.824686,12
-11063552.3804,3415737.2089,1483,41,NHS Rest Stop or Truck Facility 93,US90E,EB,Sabinal,Medina,TX,29.314509,-99.385582,28
-10887030.7262,3454245.6688,1484,41,NHS Rest Stop or Truck Facility 11,I-10E,619,Kingsbury,Guadalupe,TX,29.615692,-97.799861,28
-10887740.388,3454312.2538,1485,41,NHS Rest Stop or Truck Facility 24,I-10W,619,Kingsbury,Guadalupe,TX,29.616212,-97.806236,28
-10754574.1131,3464183.5648,1486,41,NHS Rest Stop or Truck Facility 13,I-10E,692,Glidden,Colorado,TX,29.693273,-96.609983,23
-10754625.32,3464310.0459,1487,41,NHS Rest Stop or Truck Facility 26,I-10W,692,Glidden,Colorado,TX,29.69426,-96.610443,23
-11023681.8576,3510318.1494,1488,41,NHS Rest Stop or Truck Facility 9,I-10E,514,Legion,Kerr,TX,30.052641,-99.027419,7
-11023559.1836,3510531.6421,1489,41,NHS Rest Stop or Truck Facility 21,I-10W,514,Legion,Kerr,TX,30.054301,-99.026317,8
-11215037.836,3582902.8894,1490,41,NHS Rest Stop or Truck Facility 7,I-10E,394,Sonora,Sutton,TX,30.61541,-100.746399,6
-11214916.4977,3582938.0727,1491,41,NHS Rest Stop or Truck Facility 8,I-10E,394,Sonora,Sutton,TX,30.615682,-100.745309,6
-10559790.9417,3611764.2253,1492,41,NHS Rest Stop or Truck Facility 79,US59N,NA,Leggett,Polk,TX,30.838278,-94.860216,21
-10560044.0821,3611864.4449,1493,41,NHS Rest Stop or Truck Facility 81,US59S,NA,Leggett,Polk,TX,30.839051,-94.86249,30
-11362407.9212,3614007.4964,1494,41,NHS Rest Stop or Truck Facility 6,I-10W,308,Sher,Pecos,TX,30.855579,-102.070247,10
-11363809.5449,3614834.1896,1495,41,NHS Rest Stop or Truck Facility 5,I-10E,308,Sher,Pecos,TX,30.861954,-102.082838,12
-10860202.1723,3620143.4538,1496,41,NHS Rest Stop or Truck Facility 54,I-35N,281,Salado,Bell,TX,30.902886,-97.558856,28
-10859451.9902,3621340.2064,1497,41,NHS Rest Stop or Truck Facility 57,I-35S,282,Salado,Bell,TX,30.91211,-97.552117,28
-11500503.757,3624749.5857,1498,41,NHS Rest Stop or Truck Facility 4,I-10E,233,Belding,Pecos,TX,30.938383,-103.310783,33
-11500276.8879,3624800.3319,1499,41,NHS Rest Stop or Truck Facility 17,I-10W,233,Belding,Pecos,TX,30.938774,-103.308745,34
-11661165.7234,3638315.2829,1500,41,NHS Rest Stop or Truck Facility 3,I-10E,144,Lobo,Culberson,TX,31.04285,-104.754034,16
-11661060.8604,3638413.6383,1501,41,NHS Rest Stop or Truck Facility 16,I-10W,144,Lobo,Culberson,TX,31.043607,-104.753092,18
-11127727.8443,3661104.0075,1502,41,NHS Rest Stop or Truck Facility 91,US87N,NA,Eden,Concho,TX,31.218084,-99.96208,5
-11812885.8404,3698372.8756,1503,41,NHS Rest Stop or Truck Facility 15,I-10W,51,Fabens,El Paso,TX,31.503964,-106.116959,7
-11813403.6987,3698772.9306,1504,41,NHS Rest Stop or Truck Facility 2,I-10E,51,Fabens,El Paso,TX,31.507028,-106.121611,5
-11473887.712,3702828.7979,1505,41,UNKNOWN,I-20E,69,Monahans,Ward,TX,31.538086,-103.071687,26
-11473454.7905,3702965.5492,1506,41,NHS Rest Stop or Truck Facility 28,I-20E,69,Pyote,Ward,TX,31.539133,-103.067798,25
-11473468.5941,3703044.8317,1507,41,NHS Rest Stop or Truck Facility 35,I-20W,69,Pyote,Ward,TX,31.53974,-103.067922,25
-11473023.5388,3703179.4956,1508,41,UNKNOWN,I-20W,69,Monahans,Ward,TX,31.540771,-103.063924,26
-11218944.0368,3724392.4327,1509,41,NHS Rest Stop or Truck Facility 89,US87,NA,Water Valley,Coke,TX,31.703037,-100.781489,5
-10730682.1674,3751728.3379,1510,41,NHS Rest Stop or Truck Facility 65,I-45S,216,Richland,Navarro,TX,31.911722,-96.395358,28
-10808579.7622,3751740.7961,1511,41,UNKNOWN,I-35N,362A,Abbott,Hill,TX,31.911817,-97.095124,60
-10730534.4464,3751759.8113,1512,41,NHS Rest Stop or Truck Facility 64,I-45N,216,Richland,Navarro,TX,31.911962,-96.394031,28
-10809558.4831,3754154.5303,1513,41,UNKNOWN,I-35S,362A,Abbott,Hill,TX,31.930221,-97.103916,60
-11272226.8885,3802838.6605,1514,41,NHS Rest Stop or Truck Facility 29,I-20E,191,Coahoma,Howard,TX,32.300635,-101.260137,9
-11250289.6017,3808452.2088,1515,41,NHS Rest Stop or Truck Facility 36,I-20W,204,Westbrook,Mitchell,TX,32.343249,-101.063071,10
-11084478.107,3819556.6781,1516,41,NHS Rest Stop or Truck Facility 39,I-20W,297,Clyde,Callahan,TX,32.427487,-99.573561,8
-11085359.3121,3819590.8361,1517,41,NHS Rest Stop or Truck Facility 31,I-20E,296,Clyde,Callahan,TX,32.427746,-99.581477,10
-10981478.5237,3823436.4172,1518,41,UNKNOWN,IH20E,353,Ranger,Eastland,TX,32.4569,-98.6483,28
-11155274.6315,3827402.6763,1519,41,NHS Rest Stop or Truck Facility 30,I-20E,256,Trent,Nolan,TX,32.486959,-100.209537,8
-11155172.1062,3827464.7029,1520,41,NHS Rest Stop or Truck Facility 38,I-20W,257,Trent,Nolan,TX,32.487429,-100.208616,5
-11155172.1062,3827464.7029,1521,41,NHS Rest Stop or Truck Facility 41,I-20W,538,Trent,Nolan,TX,32.487429,-100.208616,5
-10970446.7621,3827883.193,1522,41,UNKNOWN,IH20W,359,Ranger,Eastland,TX,32.4906,-98.5492,28
-10651753.0862,3830975.5414,1523,41,NHS Rest Stop or Truck Facility 34,I-20E,NA,Van,Van Zandt,TX,32.514028,-95.686326,15
-10651827.7816,3831138.972,1524,41,NHS Rest Stop or Truck Facility 42,I-20W,538,Van,Van Zandt,TX,32.515266,-95.686997,15
-11422769.0226,3831780.5711,1525,41,NHS Rest Stop or Truck Facility 77,US385N,NA,Andrews,Andrews,TX,32.520126,-102.61248,6
-11107476.8251,3898672.0237,1526,41,NHS Rest Stop or Truck Facility 66,US277S,257,Stamford,Haskell,TX,33.025371,-99.780162,5
-10666388.7049,3912678.373,1527,41,UNKNOWN,IH30E,110,Cumby,Hopkins,TX,33.1308,-95.8178,26
-10666477.7605,3912731.5455,1528,41,UNKNOWN,IH30W,112,Cumby,Hopkins,TX,33.1312,-95.8186,26
-10868499.8159,3933337.7539,1529,41,NHS Rest Stop or Truck Facility 68,US287,NA,Decatur,Wise,TX,33.286077,-97.633395,8
-11260811.2974,3984128.3456,1530,41,NHS Rest Stop or Truck Facility 86,US82E,NA,Crosbyton,Crosby,TX,33.666648,-101.157589,3
-11338503.953,4019954.6823,1531,41,NHS Rest Stop or Truck Facility 45,I-27S,28,Abernathy,Hale,TX,33.934085,-101.855514,10
-11338244.3559,4020133.5344,1532,41,NHS Rest Stop or Truck Facility 44,I-27N,28,Abernathy,Hale,TX,33.935418,-101.853182,20
-10989215.5622,4024161.8691,1533,41,NHS Rest Stop or Truck Facility 74,US287S,NA,Iowa Park,Wichita,TX,33.965436,-98.717803,6
-10988422.2995,4024365.2157,1534,41,NHS Rest Stop or Truck Facility 71,US287N,NA,Iowa Park,Wichita,TX,33.966951,-98.710677,10
-11090871.2966,4064769.734,1535,41,NHS Rest Stop or Truck Facility 75,US287S,NA,Medicine Mound,Hardeman,TX,34.267442,-99.630992,20
-11091138.9087,4065183.8128,1536,41,NHS Rest Stop or Truck Facility 72,US287N,NA,Medicine Mound,Hardeman,TX,34.270516,-99.633396,20
-11200057.572,4140751.8988,1537,41,NHS Rest Stop or Truck Facility 70,US287N,NA,Hedley,Donley,TX,34.829625,-100.611829,26
-11200773.8016,4140761.5274,1538,41,NHS Rest Stop or Truck Facility 73,US287S,NA,Hedley,Donley,TX,34.829696,-100.618263,25
-11156728.2414,4158263.8064,1539,41,NHS Rest Stop or Truck Facility 88,US83S,NA,Lutie,Collingsworth,TX,34.958654,-100.222595,6
-11224376.5393,4188296.5447,1540,41,NHS Rest Stop or Truck Facility 62,I-40E,129,Alanreed,Donley,TX,35.179465,-100.83029,52
-11221269.835,4190665.9169,1541,41,NHS Rest Stop or Truck Facility 63,I-40W,131,Alanreed,Gray,TX,35.19686,-100.802382,47
-12647406.7634,4440791.5537,1542,42,St. George (NB),I-15,1,St. George,NA,UT,37.012086,-113.613588,54
-12647675.3773,4440960.3796,1543,42,St. George (SB),I-15,1,St. George,NA,UT,37.013297,-113.616001,54
-12602652.3205,4510886.8042,1544,42,Kanarraville (NB),I-15,44,Kanarraville,NA,UT,37.513222,-113.211552,14
-12602773.3249,4511353.7259,1545,42,Kanarraville (SB),I-15,44,Kanarraville,NA,UT,37.516549,-113.212639,13
-12549782.3529,4576632.9275,1546,42,Lunt Park (NB),I-15,87,Paragonah,NA,UT,37.980227,-112.736613,20
-12549995.5298,4576952.2498,1547,42,Lunt Park (SB),I-15,87,Paragonah,NA,UT,37.982488,-112.738528,20
-12403025.3041,4686648.5017,1548,42,Ivie Creek (EB & WB),I-70,86,Freemont Jct,NA,UT,38.755074,-111.418272,10
-12369590.6064,4697240.3858,1549,42,Salt Wash (EB),I-70,104,N/A,NA,UT,38.829235,-111.117923,10
-12368846.2129,4697770.691,1550,42,Salt Wash (WB),I-70,104,N/A,NA,UT,38.832946,-111.111236,6
-12348203.5719,4700078.005,1551,42,Devils Canyon (EB),I-70,115,N/A,NA,UT,38.84909,-110.9258,5
-12346253.811,4700971.4007,1552,42,Eagle Canyon (EB & WB),I-70,116,N/A,NA,UT,38.85534,-110.908285,5
-12335583.6151,4701980.5321,1553,42,Ghost Rock (EB),I-70,122,N/A,NA,UT,38.862399,-110.812433,12
-12335722.8758,4702174.107,1554,42,Ghost Rock (WB),I-70,122,N/A,NA,UT,38.863753,-110.813684,8
-12293118.1237,4710345.4982,1555,42,Reef (WB),I-70,146,N/A,NA,UT,38.920886,-110.430959,10
-12298275.7783,4712437.8526,1556,42,Spotted Wolf (EB),I-70,142,N/A,NA,UT,38.935508,-110.477291,4
-12226553.6323,4712635.7772,1557,42,Crescent Jct (EB),I-70,181,Crescent Jct,NA,UT,38.936891,-109.833,10
-12298675.304,4712880.3616,1558,42,Black Dragon (WB),I-70,142,N/A,NA,UT,38.9386,-110.48088,2
-12209960.6829,4714713.1442,1559,42,Thompson (WB),I-70,189,Thompson,NA,UT,38.951405,-109.683943,9
-12146848.9882,4748720.0068,1560,42,Harely Dome (WB),I-70,229,N/A,NA,UT,39.188579,-109.117001,7
-12413666.5569,4971821.4459,1561,42,Jeremy Ranch (WB),I-80,146,N/A,NA,UT,40.724714,-111.513864,10
-12674502.5953,4973754.8297,1562,42,Salt Flats (EB),I-80,10,N/A,NA,UT,40.737875,-113.856994,12
-12418732.9295,4974080.2564,1563,42,Jeremy Ranch (EB),I-80,144,N/A,NA,UT,40.74009,-111.559376,10
-12673947.6677,4974103.1762,1564,42,Salt Flats (WB),I-80,10,N/A,NA,UT,40.740246,-113.852009,8
-12689350.389,4974740.9866,1565,42,Wendover (EB),I-80,3,Wendover,NA,UT,40.744587,-113.990374,6
-12689310.6479,4974883.5115,1566,42,Wendover (WB),I-80,3,Wendover,NA,UT,40.745557,-113.990017,6
-12581140.3855,4976321.5134,1567,42,Grassy Mountain (EB),I-80,54,N/A,NA,UT,40.755343,-113.018307,15
-12580257.3993,4977352.3146,1568,42,Grassy Mountain (WB),I-80,55,N/A,NA,UT,40.762357,-113.010375,17
-12401645.7216,5010768.706,1569,42,Echo Reservoir(WB),I-80,166,N/A,NA,UT,40.989335,-111.405879,4
-12401645.7216,5010768.706,1570,42,Echo Canyon (WB),I-80,169,Echo,NA,UT,40.989335,-111.405879,22
-12401300.5199,5010818.5531,1571,42,Echo Reservoir (EB),I-80,165,N/A,NA,UT,40.989673,-111.402778,3
-12401302.1897,5010824.1572,1572,42,Echo Canyon (EB),I-80,169,Echo,NA,UT,40.989711,-111.402793,5
-12460588.0562,5013544.1564,1573,42,Kaysville (SB),I-15,326,Kaysville,NA,UT,41.008152,-111.935367,10
-12460386.9019,5013649.1897,1574,42,Kaysville (NB),I-15,326,Kaysville,NA,UT,41.008864,-111.93356,10
-12445172.8671,5032703.9489,1575,42,Mountain Green (WB),I-84,94,Mountain Green,NA,UT,41.137905,-111.79689,8
-12450840.8102,5032887.6777,1576,42,Weber Canyon (EB),I-84,91,Mountain Green,NA,UT,41.139148,-111.847806,8
-12474022.315,5077417.7757,1577,42,Perry (NB),I-15,359,Perry,NA,UT,41.439717,-112.056049,13
-12474190.2961,5077491.875,1578,42,Perry (SB),I-15,359,Perry,NA,UT,41.440216,-112.057558,10
-12473758.3765,5081483.8271,1579,42,Perry (NB),I-15,361,Perry,NA,UT,41.467093,-112.053678,10
-12475560.7503,5094156.6901,1580,42,Brigham (SB),I-15,367,Brigham City,NA,UT,41.552343,-112.069869,12
-8702852.9273,4377187.2363,1581,44,Bracey Safety Rest Area/Welcome Center,I-85N,0.5,Bracey,Mecklenberg,VA,36.554477,-78.179058,22
-8988319.405,4378510.1959,1582,44,Lambsburg Safety Rest Area/Welcome Center,I-77N,1,Lamsburg,Carroll,VA,36.564023,-80.743447,13
-9131488.6266,4395160.1228,1583,44,Abingdon Truck-Only Safety Rest Area North,I-81N,13,Abingdon,Washington,VA,36.684062,-82.029558,48
-8664921.3673,4420047.6765,1584,44,Alberta Safety Rest Area North,I-85N,32,Alberta,Brunswick,VA,36.863142,-77.838313,13
-8664800.697,4420515.3265,1585,44,Alberta Safety Rest Area South,I-85S,32,Alberta,Brunswick,VA,36.866503,-77.837229,13
-9059839.6174,4422937.807,1586,44,Smyth Safety Rest Area South,I-81S,53,Smyth,NA,VA,36.883911,-81.385924,6
-8615009.6039,4441267.2288,1587,44,Carson Safety Rest Area North,I-95N,37,Carson,Prince George,VA,37.015498,-77.389948,35
-8963847.596,4452848.116,1588,44,Radford Safety Rest Area North,I-81N,108,Radford,Montgomery,VA,37.09852,-80.523613,14
-8963572.3029,4452906.1765,1589,44,Radford Safety Rest Area South,I-81S,108,Radford,Montgomery,VA,37.098936,-80.52114,14
-8632181.4146,4453203.7417,1590,44,Dinwiddie Safety Rest Area North,I-85N,55,Dinwiddie,Dinwiddie,VA,37.101068,-77.544205,13
-8632179.2995,4453503.5483,1591,44,Dinwiddie Safety Rest Area South,I-85S,55,Dinwiddie,Dinwiddie,VA,37.103216,-77.544186,20
-9031277.2625,4464978.1048,1592,44,Rocky Gap Safety Rest Area North,I-77N,59,Rocky Gap,Bland,VA,37.185381,-81.129344,26
-9028510.0825,4467926.369,1593,44,Rocky Gap Safety Rest Area/Welcome Center,I-77S,61,Rocky Gap,Bland,VA,37.206478,-81.104486,24
-8930608.9319,4472572.9869,1594,44,Ironto Safety Rest Area North,I-81N,129,Ironto,Montgomery,VA,37.239716,-80.225025,22
-8884610.6051,4504633.7167,1595,44,Troutville Safety Rest Area South,I-81S,158,Troutville,Botetourt,VA,37.468652,-79.811815,7
-8576472.6886,4508600.0732,1596,44,New Kent Safety Rest Area East/Welcome Center,I-64E,213,New Kent,New Kent,VA,37.496926,-77.043765,70
-8576510.4259,4508940.1887,1597,44,New Kent Safety Rest Area West,I-64W,213,New Kent,New Kent,VA,37.49935,-77.044104,29
-8654991.6688,4537200.0849,1598,44,Goochland Safety Rest Area East,I-64E,169,Goochland,Goochland,VA,37.700483,-77.749113,9
-8656602.7958,4537865.7283,1599,44,Goochland Safety Rest Area West,I-64W,168,Goochland,Goochland,VA,37.705214,-77.763586,9
-8828644.0632,4561812.139,1600,44,Fairfield Safety Rest Area South,I-81S/I-64,199,Fairfield,Rockbridge,VA,37.87521,-79.309059,6
-8626432.3195,4576778.6763,1601,44,Ladysmith Safety Rest Area North,I-95N,107,Ladysmith,Caroline,VA,37.981259,-77.49256,39
-8626568.3519,4576891.5199,1602,44,Ladysmith Safety Rest Area South,I-95S,107,Ladysmith,Caroline,VA,37.982058,-77.493782,20
-8752930.6681,4584378.8103,1603,44,Charlottesville Safety Rest Area West,I-64W,113,Charlottesville,Albemarle,VA,38.035053,-78.628914,14
-8768044.738,4585848.0819,1604,44,Charlottesville Safety Rest Area East,I-64E,105,Charlottesville,Albemarle,VA,38.045448,-78.764686,13
-8789154.4757,4614800.0401,1605,44,Mount Sydney Safety Rest Area North,I-81N,232,Mount Sidney,Augusta,VA,38.24998,-78.954318,12
-8789260.7858,4615032.6562,1606,44,Mount Sydney Safety Rest Area South,I-81S,232,Mount Sidney,Augusta,VA,38.251621,-78.955273,9
-8627833.4979,4624216.0432,1607,44,Fredericksburg Safety Rest Area/Welcome Center,I-95S,131,Fredericksburg,Spotsylvania,VA,38.316376,-77.505147,21
-8606645.9479,4664014.1506,1608,44,Dale City Truck-Only Safety Rest Area North,I-95N,154,Dale City,Prince William,VA,38.596337,-77.314816,59
-8606720.0867,4664022.4118,1609,44,Dale City Truck-Only Safety Rest Area South,I-95S,154,Dale City,Prince William,VA,38.596395,-77.315482,62
-8761499.9312,4666530.5282,1610,44,New Market Safety Rest Area North,I-81N,262,New Market,Rockingham,VA,38.614002,-78.705893,15
-8761482.5654,4666931.1543,1611,44,New Market Safety Rest Area South,I-81S,262,New Market,Rockingham,VA,38.616814,-78.705737,7
-8626589.9478,4694202.4167,1612,44,Manassas Safety Rest Area East,I-66E,48,Manassas,Prince William,VA,38.807972,-77.493976,9
-8626626.0154,4694370.7008,1613,44,Manassas Safety Rest Area/Welcome Center,I-66W,48,Manassas,Prince William,VA,38.80915,-77.4943,9
-8708932.7526,4719221.0082,1614,44,Front Royal Truck Rest Area East,I-66E,4,Front Royal,Warren,VA,38.98289,-78.233674,12
-8695819.5392,4756520.4221,1615,44,Winchester Safety Rest Area/Welcome Center,I-81S,320,Wincester,Frederick,VA,39.242869,-78.115876,13
-8077999.7304,5273736.0913,1616,43,Guilford North Parking Area,I-91N,1,Guilford,Windham,VT,42.74828295,-72.56590623,8
-8077532.5259,5277746.7224,1617,43,Vernon Rest Area,I-91S,3,Vernon,Windham,VT,42.77473429,-72.56170926,4
-8078032.4495,5283402.5511,1618,43,Guilford Welcome Center,I-91N,5,Guilford,Windham,VT,42.81201702,-72.56620015,19
-8115919.9101,5292120.8061,1619,43,Wilmington Chain-Up/Down Site,VT9,1,Wilmington,Windham,VT,42.869443,-72.906549,5
-8144194.5042,5294218.1563,1620,43,Bennington Chain-Up/Down Site,VT9,6,Bennington,Bennington,VT,42.88325,-73.160544,7
-8149031.3506,5297406.315,1621,43,Bennington Welcome Center,VT279,3,Bennington,Bennington,VT,42.90423195,-73.20399413,12
-8068678.6456,5308703.0527,1622,43,Putney North Weight Station,I-91N,20,Putney,Windham,VT,42.97852072,-72.4821735,7
-8067423.6441,5311720.1464,1623,43,Putney South Weight Station,I-91S,21,Putney,Windham,VT,42.99834634,-72.47089963,7
-8067577.1193,5314338.0651,1624,43,Putney North Parking Area,I-91N,23,Putney,Windham,VT,43.01554376,-72.47227832,3
-8067599.3185,5315626.5632,1625,43,Westminster South Parking Area,I-91S,23,Westminster,Windham,VT,43.02400629,-72.47247774,4
-8064805.7937,5347541.4997,1626,43,Springfield North Parking Area,I-91N,39,Springfield,Windsor,VT,43.23324323,-72.44738308,8
-8064902.7431,5347806.939,1627,43,Springfield South Parking Area,I-91S,39,Springfield,Windsor,VT,43.23498047,-72.44825399,8
-8121965.2076,5392845.7922,1628,43,Clarendon North Parking Area,US7S,2,Clarendon,Rutland,VT,43.52903236,-72.96085483,3
-8122034.7321,5392986.3903,1629,43,Clarendon South Parking Area,U007-S,2,Clarendon,Rutland,VT,43.52994807,-72.96147938,3
-8158845.0097,5401622.9474,1630,43,Fair Haven Welcome Center,US4,0,Fair Haven,Rutland,VT,43.58617101,-73.29215173,2
-8137304.7806,5405881.2664,1631,43,Ira Parking Area,US4W,11,Ira,Rutland,VT,43.61387284,-73.09865256,2
-8053818.2216,5407059.6735,1632,43,Hartford South Rest Area,I-91S,68,Hartford,Windsor,VT,43.62153653,-72.34868004,10
-8062401.8738,5423331.231,1633,43,Sharon Rest Area,I-89N,8,Sharon,Windsor,VT,43.72725763,-72.4257883,7
-8083778.726,5454114.1237,1634,43,Randolph South Parking Area,I-89S,29,Randolph,Orange,VT,43.92675361,-72.61781983,12
-8085040.7584,5462822.3267,1635,43,Randolph South Rest Area,I-89S,33,Randolph,Orange,VT,43.98306823,-72.62915686,5
-8028370.4135,5467883.0553,1636,43,Bradford North Rest Area,I-91N,100,Bradford,Orange,VT,44.01577067,-72.12007849,4
